"Enrichment","Region","Position","FileName"
3.38493836989278,"FPPFC",97,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S5.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.19184472799394,"FPPFC",98,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S6.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.703685710296968,"FPPFC",99,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S6.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-4.22811572655431,"FPPFC",100,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S7.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.50596063321835,"FPPFC",101,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S7.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.55793135055065,"FPPFC",102,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S8.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.05335375550066,"FPPFC",103,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S8.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.98693679942026,"HC",104,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_10.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.27008224051556,"HC",105,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_10.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.990706582919011,"HC",106,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_11.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.110778032585995,"HC",107,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_11.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-4.20943574073176,"HC",108,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_12.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.1817180235731,"HC",109,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_13.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.18318410333523,"HC",110,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_13.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.57503515176148,"HC",111,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_14.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.556792951963938,"HC",112,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_14.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.39571523760392,"HC",113,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_14.rep3.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
5.26900358984133,"HC",114,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_14.rep4.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.385033559340726,"HC",115,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_15.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.36841310398739,"HC",116,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_15.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.297029026812809,"HC",117,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_16.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.27858473525004,"HC",118,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_16.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.52378446791653,"HC",119,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_17.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.53581481455737,"HC",120,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_17.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.67844887919826,"HC",121,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_18.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.660215546232118,"HC",122,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_18.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.17822857522288,"HC",123,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_19.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.994064366292551,"HC",124,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_19.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.19425792078298,"HC",125,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_1.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-3.58731730862582,"HC",126,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_1.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.01215610331454,"HC",127,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_20.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
